"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Manguli",172,20.540387,85.96387,0,0,"01-04-2021","{""car_single"":null,""car_multi"":185,""car_monthly"":4110,""lcv_single"":null,""lcv_multi"":290,""lcv_monthly"":6470,""bus_multi"":600,""bus_monthly"":13350,""multiaxle_single"":620,""multiaxle_multi"":930,""multiaxle_monthly"":20610,""hcm_single"":620,""hcm_multi"":930,""hcm_monthly"":20610,""four_six_axle_single"":620,""four_six_axle_multi"":930,""four_six_axle_monthly"":20610,""seven_plus_axle_single"":775,""seven_plus_axle_multi"":1165,""seven_plus_axle_monthly"":25880}","<b style='color:#22A7EA'>Manguli</b><br/><b> </b> M/s Shree Jagannath Expressways Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Krishnavaram",173,17.215448,82.1107,0,0,"01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":2995,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4835,""bus_multi"":455,""bus_monthly"":10135,""multiaxle_single"":330,""multiaxle_multi"":495,""multiaxle_monthly"":11055,""hcm_single"":475,""hcm_multi"":715,""hcm_monthly"":15890,""four_six_axle_single"":475,""four_six_axle_multi"":715,""four_six_axle_monthly"":15890,""seven_plus_axle_single"":580,""seven_plus_axle_multi"":870,""seven_plus_axle_monthly"":19345}","<b style='color:#22A7EA'>Krishnavaram</b><br/><b> </b> Diwancheruvu Tollways Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Rolmamda",174,19.28019,78.409222,0,0,"01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":2980,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4815,""bus_multi"":455,""bus_monthly"":10090,""multiaxle_single"":330,""multiaxle_multi"":495,""multiaxle_monthly"":11005,""hcm_single"":475,""hcm_multi"":710,""hcm_monthly"":15820,""four_six_axle_single"":475,""four_six_axle_multi"":710,""four_six_axle_monthly"":15820,""seven_plus_axle_single"":580,""seven_plus_axle_multi"":865,""seven_plus_axle_monthly"":19260}","<b style='color:#22A7EA'>Rolmamda</b><br/><b> </b> M/s Sri Sai Enterprises",0,"Public Funded",,,,,,,,
"Manoharabad",175,17.801103,78.471683,0,0,"01-04-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2855,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4615,""bus_multi"":435,""bus_monthly"":9670,""multiaxle_single"":315,""multiaxle_multi"":475,""multiaxle_monthly"":10550,""hcm_single"":455,""hcm_multi"":680,""hcm_monthly"":15165,""four_six_axle_single"":455,""four_six_axle_multi"":680,""four_six_axle_monthly"":15165,""seven_plus_axle_single"":555,""seven_plus_axle_multi"":830,""seven_plus_axle_monthly"":18465}","<b style='color:#22A7EA'>Manoharabad</b><br/><b> </b> Ms Sahakar Global Ltd.",0,"Public Funded",,,,,,,,
"Gamjal",176,19.026592,78.362705,0,0,"01-04-2021","{""car_single"":null,""car_multi"":80,""car_monthly"":1725,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2785,""bus_multi"":265,""bus_monthly"":5835,""multiaxle_single"":190,""multiaxle_multi"":285,""multiaxle_monthly"":6365,""hcm_single"":275,""hcm_multi"":410,""hcm_monthly"":9150,""four_six_axle_single"":275,""four_six_axle_multi"":410,""four_six_axle_monthly"":9150,""seven_plus_axle_single"":335,""seven_plus_axle_multi"":500,""seven_plus_axle_monthly"":11135}","<b style='color:#22A7EA'>Gamjal</b><br/><b> </b> M/s Inderdeep Construction Co.",0,"Public Funded",,,,,,,,
"Pippalwada",177,19.781093,78.565772,0,0,"01-04-2021","{""car_single"":null,""car_multi"":125,""car_monthly"":2785,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4495,""bus_multi"":425,""bus_monthly"":9420,""multiaxle_single"":310,""multiaxle_multi"":465,""multiaxle_monthly"":10280,""hcm_single"":445,""hcm_multi"":665,""hcm_monthly"":14775,""four_six_axle_single"":445,""four_six_axle_multi"":665,""four_six_axle_monthly"":14775,""seven_plus_axle_single"":540,""seven_plus_axle_multi"":810,""seven_plus_axle_monthly"":17985}","<b style='color:#22A7EA'>Pippalwada</b><br/><b> </b> Rajkumar Dhakane",0,"Public Funded",,,,,,,,
"Pundag",178,23.542635,85.503153,0,0,"01-04-2021","{""car_single"":null,""car_multi"":160,""car_monthly"":3525,""lcv_single"":null,""lcv_multi"":260,""lcv_monthly"":5735,""bus_multi"":540,""bus_monthly"":11980,""multiaxle_single"":395,""multiaxle_multi"":590,""multiaxle_monthly"":13100,""hcm_single"":565,""hcm_multi"":845,""hcm_monthly"":18830,""four_six_axle_single"":565,""four_six_axle_multi"":845,""four_six_axle_monthly"":18830,""seven_plus_axle_single"":685,""seven_plus_axle_multi"":1030,""seven_plus_axle_monthly"":22900}","<b style='color:#22A7EA'>Pundag</b><br/><b> </b> Ms Sahakar Global Ltd.",0,"Public Funded",,,,,,,,
"Sikandra",179,26.944488,76.557567,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":380,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":380,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":380,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":380,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Sikandra</b><br/><b> </b> M/s Jaipur Mahua Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Rajadhok",180,26.859184,76.105596,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":380,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":380,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":380,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":380,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Rajadhok</b><br/><b> </b> M/s Jaipur Mahua Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Amoli",181,27.101301,77.090874,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":265,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":265,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":265,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":265,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Amoli</b><br/><b> </b> M/s Madhucon Agra Jaipur Expressways Ltd",0,"BOT (Toll)",,,,,,,,
"Thikariya (Jaipur)",182,26.843328,75.615578,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":390,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":520,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":390,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":390,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Thikariya (Jaipur)</b><br/><b> </b> M/s GVK Jaipur Expressway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Barkheda (Chandlai)",183,26.68816,75.904726,0,0,"01-04-2021","{""car_single"":null,""car_multi"":155,""car_monthly"":3390,""lcv_single"":null,""lcv_multi"":240,""lcv_monthly"":5370,""bus_multi"":500,""bus_monthly"":11115,""multiaxle_single"":515,""multiaxle_multi"":775,""multiaxle_monthly"":17200,""hcm_single"":515,""hcm_multi"":775,""hcm_monthly"":17200,""four_six_axle_single"":515,""four_six_axle_multi"":775,""four_six_axle_monthly"":17200,""seven_plus_axle_single"":645,""seven_plus_axle_multi"":965,""seven_plus_axle_monthly"":21475}","<b style='color:#22A7EA'>Barkheda (Chandlai)</b><br/><b> </b> M/s IRB-Jaipur Deoli Tollway Private Ltd",0,"BOT (Toll)",,,,,,,,
"Sonwa (Sonva)",184,26.109852,75.744832,0,0,"01-04-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2890,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4670,""bus_multi"":440,""bus_monthly"":9790,""multiaxle_single"":460,""multiaxle_multi"":690,""multiaxle_monthly"":15350,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15350,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15350,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18685}","<b style='color:#22A7EA'>Sonwa (Sonva)</b><br/><b> </b> M/s IRB-Jaipur Deoli Tollway Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Lambiya Kalan",185,25.5938407,74.5948394,0,0,"01-04-2021","{""car_single"":null,""car_multi"":125,""car_monthly"":2765,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4470,""bus_multi"":420,""bus_monthly"":9365,""multiaxle_single"":305,""multiaxle_multi"":460,""multiaxle_monthly"":10215,""hcm_single"":440,""hcm_multi"":660,""hcm_monthly"":14685,""four_six_axle_single"":440,""four_six_axle_multi"":660,""four_six_axle_monthly"":14685,""seven_plus_axle_single"":535,""seven_plus_axle_multi"":805,""seven_plus_axle_monthly"":17875}","<b style='color:#22A7EA'>Lambiya Kalan</b><br/><b> </b> CG Tollway Pvt. Ltd.",0,"BOT (Toll)",,,,,,,,
"Hoskote",186,13.059436,77.770734,0,0,"01-09-2021","{""car_single"":null,""car_multi"":30,""car_monthly"":560,""lcv_single"":null,""lcv_multi"":50,""lcv_monthly"":975,""bus_multi"":100,""bus_monthly"":1955,""multiaxle_single"":105,""multiaxle_multi"":155,""multiaxle_monthly"":3140,""hcm_single"":105,""hcm_multi"":155,""hcm_monthly"":3140,""four_six_axle_single"":105,""four_six_axle_multi"":155,""four_six_axle_monthly"":3140,""seven_plus_axle_single"":105,""seven_plus_axle_multi"":155,""seven_plus_axle_monthly"":3140}","<b style='color:#22A7EA'>Hoskote</b><br/><b> </b> M/s Lanco Hoskote Highway Limited",0,"BOT (Toll)",,,,,,,,
"Bagepalli",187,13.793094,77.764384,0,0,"01-04-2021","{""car_single"":null,""car_multi"":150,""car_monthly"":3290,""lcv_single"":null,""lcv_multi"":240,""lcv_monthly"":5315,""bus_multi"":500,""bus_monthly"":11135,""multiaxle_single"":365,""multiaxle_multi"":545,""multiaxle_monthly"":12145,""hcm_single"":525,""hcm_multi"":785,""hcm_monthly"":17460,""four_six_axle_single"":525,""four_six_axle_multi"":785,""four_six_axle_monthly"":17460,""seven_plus_axle_single"":640,""seven_plus_axle_multi"":955,""seven_plus_axle_monthly"":21255}","<b style='color:#22A7EA'>Bagepalli</b><br/><b> </b> Ms Sahakar Global Ltd.",0,"Public Funded",,,,,,,,
"Kirasave",188,12.958304,76.623563,0,0,"01-04-2021","{""car_single"":null,""car_multi"":70,""car_monthly"":1545,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2495,""bus_multi"":235,""bus_monthly"":5225,""multiaxle_single"":245,""multiaxle_multi"":370,""multiaxle_monthly"":8195,""hcm_single"":245,""hcm_multi"":370,""hcm_monthly"":8195,""four_six_axle_single"":245,""four_six_axle_multi"":370,""four_six_axle_monthly"":8195,""seven_plus_axle_single"":300,""seven_plus_axle_multi"":450,""seven_plus_axle_monthly"":9975}","<b style='color:#22A7EA'>Kirasave</b><br/><b> </b> M/s L&amp;T Devihalli Hassan Tollways Ltd",0,"BOT (Toll)",,,,,,,,
"Shanthigrama",189,12.982709,76.228913,0,0,"01-04-2021","{""car_single"":null,""car_multi"":60,""car_monthly"":1325,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2140,""bus_multi"":200,""bus_monthly"":4485,""multiaxle_single"":210,""multiaxle_multi"":315,""multiaxle_monthly"":7035,""hcm_single"":210,""hcm_multi"":315,""hcm_monthly"":7035,""four_six_axle_single"":210,""four_six_axle_multi"":315,""four_six_axle_monthly"":7035,""seven_plus_axle_single"":255,""seven_plus_axle_multi"":385,""seven_plus_axle_monthly"":8565}","<b style='color:#22A7EA'>Shanthigrama</b><br/><b> </b> M/s L&amp;T Devihalli Hassan Tollway Limited",0,"BOT (Toll)",,,,,,,,
"Bann",190,32.838928,74.940536,0,0,"01-04-2021","{""car_single"":null,""car_multi"":215,""car_monthly"":4740,""lcv_single"":null,""lcv_multi"":345,""lcv_monthly"":7655,""bus_multi"":720,""bus_monthly"":16035,""multiaxle_single"":525,""multiaxle_multi"":785,""multiaxle_monthly"":17495,""hcm_single"":755,""hcm_multi"":1130,""hcm_monthly"":25150,""four_six_axle_single"":755,""four_six_axle_multi"":1130,""four_six_axle_monthly"":25150,""seven_plus_axle_single"":920,""seven_plus_axle_multi"":1380,""seven_plus_axle_monthly"":30615}","<b style='color:#22A7EA'>Bann</b><br/><b> </b> Sh Rakesh Kumar Choudhary",0,"Public Funded",,,,,,,,
"Harsa Mansar",191,32.058621,75.614278,0,0,"01-04-2021","{""car_single"":null,""car_multi"":160,""car_monthly"":3570,""lcv_single"":null,""lcv_multi"":260,""lcv_monthly"":5770,""bus_multi"":545,""bus_monthly"":12090,""multiaxle_single"":395,""multiaxle_multi"":595,""multiaxle_monthly"":13185,""hcm_single"":570,""hcm_multi"":855,""hcm_monthly"":18955,""four_six_axle_single"":570,""four_six_axle_multi"":855,""four_six_axle_monthly"":18955,""seven_plus_axle_single"":690,""seven_plus_axle_multi"":1040,""seven_plus_axle_monthly"":23080}","<b style='color:#22A7EA'>Harsa Mansar</b><br/><b> </b> M/s Prakash Asphaitings &amp; Toll Highways (India) Ltd",0,"Public Funded",,,,,,,,
"Arjunali",193,19.361481,73.165874,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":675,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":675,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":675,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":675,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Arjunali</b><br/><b> </b> M/s Mumbai-Nashik Expressway Ltd Mumbai",0,"BOT (Toll)",,,,,,,,
"Mansar (Kamptee - Kanhan Bypass)/ Tekadi",194,21.382332,79.253327,0,0,"01-04-2021","{""car_single"":null,""car_multi"":205,""car_monthly"":4600,""lcv_single"":null,""lcv_multi"":320,""lcv_monthly"":7110,""bus_multi"":650,""bus_monthly"":14395,""multiaxle_single"":660,""multiaxle_multi"":990,""multiaxle_monthly"":21945,""hcm_single"":660,""hcm_multi"":990,""hcm_monthly"":21945,""four_six_axle_single"":660,""four_six_axle_multi"":990,""four_six_axle_monthly"":21945,""seven_plus_axle_single"":850,""seven_plus_axle_multi"":1275,""seven_plus_axle_monthly"":28320}","<b style='color:#22A7EA'>Mansar (Kamptee - Kanhan Bypass)/ Tekadi</b><br/><b> </b> M/s Oriental Nagpur Bye Pass Construction Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Borkhedi (Nagpur ByPass)",195,20.85612,78.963632,0,0,"01-04-2021","{""car_single"":null,""car_multi"":195,""car_monthly"":4380,""lcv_single"":null,""lcv_multi"":305,""lcv_monthly"":6780,""bus_multi"":620,""bus_monthly"":13730,""multiaxle_single"":630,""multiaxle_multi"":945,""multiaxle_monthly"":20945,""hcm_single"":630,""hcm_multi"":945,""hcm_monthly"":20945,""four_six_axle_single"":630,""four_six_axle_multi"":945,""four_six_axle_monthly"":20945,""seven_plus_axle_single"":810,""seven_plus_axle_multi"":1215,""seven_plus_axle_monthly"":26990}","<b style='color:#22A7EA'>Borkhedi (Nagpur ByPass)</b><br/><b> </b> M/s Oriental Nagpur Bye Pass Construction Pvt Ltd",0,"BOT (Toll)",,,,,,,,
"Laling (Dhule)",197,20.833054,74.754192,0,0,"01-07-2021","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":810,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":810,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":810,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":810,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Laling (Dhule)</b><br/><b> </b> M/s lrcon - Soma Tollway Pvt Ltd New Delhi",0,"BOT (Toll)",,,,,,,,
"Vanana",199,21.664929,69.709536,0,0,"01-04-2021","{""car_single"":null,""car_multi"":100,""car_monthly"":2255,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3645,""bus_multi"":345,""bus_monthly"":7635,""multiaxle_single"":250,""multiaxle_multi"":375,""multiaxle_monthly"":8330,""hcm_single"":360,""hcm_multi"":540,""hcm_monthly"":11975,""four_six_axle_single"":360,""four_six_axle_multi"":540,""four_six_axle_monthly"":11975,""seven_plus_axle_single"":435,""seven_plus_axle_multi"":655,""seven_plus_axle_monthly"":14575}","<b style='color:#22A7EA'>Vanana</b><br/><b> </b> Porbander Jetpur Tollways Pvt Ltd.",0,"Public Funded",,,,,,,,
"Ait",200,25.879908,79.210298,0,0,"01-04-2021","{""car_single"":null,""car_multi"":155,""car_monthly"":3445,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5565,""bus_multi"":525,""bus_monthly"":11660,""multiaxle_single"":380,""multiaxle_multi"":570,""multiaxle_monthly"":12720,""hcm_single"":550,""hcm_multi"":825,""hcm_monthly"":18285,""four_six_axle_single"":550,""four_six_axle_multi"":825,""four_six_axle_monthly"":18285,""seven_plus_axle_single"":670,""seven_plus_axle_multi"":1000,""seven_plus_axle_monthly"":22260}","<b style='color:#22A7EA'>Ait</b><br/><b> </b> M/s  Prakash Asphalting &amp; Toll Highway(India)Ltd",0,"OMT",,,,,,,,
"Vighakhet",201,24.789564,78.448812,0,0,"01-04-2021","{""car_single"":null,""car_multi"":110,""car_monthly"":2475,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":3995,""bus_multi"":375,""bus_monthly"":8370,""multiaxle_single"":275,""multiaxle_multi"":410,""multiaxle_monthly"":9130,""hcm_single"":395,""hcm_multi"":590,""hcm_monthly"":13125,""four_six_axle_single"":395,""four_six_axle_multi"":590,""four_six_axle_monthly"":13125,""seven_plus_axle_single"":480,""seven_plus_axle_multi"":720,""seven_plus_axle_monthly"":15975}","<b style='color:#22A7EA'>Vighakhet</b><br/><b> </b> Skylark Infra Engg. Pvt. Ltd.",0,"Public Funded",,,,,,,,
"Khemana",202,24.241335,72.462709,0,0,"01-04-2021","{""car_single"":null,""car_multi"":95,""car_monthly"":2095,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3390,""bus_multi"":320,""bus_monthly"":7100,""multiaxle_single"":230,""multiaxle_multi"":350,""multiaxle_monthly"":7745,""hcm_single"":335,""hcm_multi"":500,""hcm_monthly"":11130,""four_six_axle_single"":335,""four_six_axle_multi"":500,""four_six_axle_monthly"":11130,""seven_plus_axle_single"":405,""seven_plus_axle_multi"":610,""seven_plus_axle_monthly"":13550}","<b style='color:#22A7EA'>Khemana</b><br/><b> </b> Ms Eagle Infra India Ltd.",0,"Public Funded",,,,,,,,
"Laxmipuram",203,18.05799,83.52111,0,0,"01-04-2021","{""car_single"":null,""car_multi"":185,""car_monthly"":4070,""lcv_single"":null,""lcv_multi"":295,""lcv_monthly"":6580,""bus_multi"":620,""bus_monthly"":13785,""multiaxle_single"":450,""multiaxle_multi"":675,""multiaxle_monthly"":15035,""hcm_single"":650,""hcm_multi"":975,""hcm_monthly"":21615,""four_six_axle_single"":650,""four_six_axle_multi"":975,""four_six_axle_monthly"":21615,""seven_plus_axle_single"":790,""seven_plus_axle_multi"":1185,""seven_plus_axle_monthly"":26315}","<b style='color:#22A7EA'>Laxmipuram</b><br/><b> </b> Md Usman",0,"BOT (Toll)",,,,,,,,
"Raje(Old Naraur)",204,26.225984,86.153489,0,0,"01-04-2021","{""car_single"":null,""car_multi"":175,""car_monthly"":3920,""lcv_single"":null,""lcv_multi"":285,""lcv_monthly"":6330,""bus_multi"":595,""bus_monthly"":13260,""multiaxle_single"":435,""multiaxle_multi"":650,""multiaxle_monthly"":14465,""hcm_single"":625,""hcm_multi"":935,""hcm_monthly"":20795,""four_six_axle_single"":625,""four_six_axle_multi"":935,""four_six_axle_monthly"":20795,""seven_plus_axle_single"":760,""seven_plus_axle_multi"":1140,""seven_plus_axle_monthly"":25315}","<b style='color:#22A7EA'>Raje(Old Naraur)</b><br/><b> </b> M/s SMS-AABS India Tollway Pvt Ltd",0,"OMT",,,,,,,,
"Chilakapalem",205,18.273462,83.807965,0,0,"01-04-2021","{""car_single"":null,""car_multi"":75,""car_monthly"":1680,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2715,""bus_multi"":255,""bus_monthly"":5685,""multiaxle_single"":185,""multiaxle_multi"":280,""multiaxle_monthly"":6205,""hcm_single"":270,""hcm_multi"":400,""hcm_monthly"":8915,""four_six_axle_single"":270,""four_six_axle_multi"":400,""four_six_axle_monthly"":8915,""seven_plus_axle_single"":325,""seven_plus_axle_multi"":490,""seven_plus_axle_monthly"":10855}","<b style='color:#22A7EA'>Chilakapalem</b><br/><b> </b> M/s Sahakar Global Ltd",0,"Public Funded",,,,,,,,
